Property_Type,Price,Sale_Date,Old_New,Town_City,source_file,Sale_Year,Type_Description,type_label,city_label,Market_Segment,unscaled_price,scaled_features,final_features
T,242000.0,2013-07-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[242000.0],[0.008142281285468443],"[0.008142281285468443,0.0]"
D,1155000.0,2013-04-09,N,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Premium,[1155000.0],[0.9386793404370704],"[0.9386793404370704,0.0]"
F,180000.0,2013-12-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[180000.0],[-0.05504862525056586],"[-0.05504862525056586,0.0]"
T,680000.0,2013-05-23,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[680000.0],[0.4545554597174527],"[0.4545554597174527,0.0]"
T,71000.0,2013-05-29,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Budget,[71000.0],[-0.1661423157735939],"[-0.1661423157735939,0.0]"
T,275000.0,2013-08-30,N,HOUNSLOW,uk_property_full.csv,2013,Terraced,0.0,271.0,Standard,[275000.0],[0.041776150893357664],"[0.041776150893357664,271.0]"
F,211000.0,2013-03-27,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[211000.0],[-0.023453171982548707],"[-0.023453171982548707,0.0]"
T,463000.0,2013-08-09,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[463000.0],[0.23338728684133264],"[0.23338728684133264,0.0]"
F,139500.0,2013-08-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Budget,[139500.0],[-0.09632655613297536],"[-0.09632655613297536,0.0]"
S,245000.0,2013-01-31,N,HAYES,uk_property_full.csv,2013,Semi-Detached,1.0,214.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,214.0]"
S,390000.0,2013-09-30,N,BUCKHURST HILL,uk_property_full.csv,2013,Semi-Detached,1.0,726.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,726.0]"
T,250000.0,2013-12-17,N,ERITH,uk_property_full.csv,2013,Terraced,0.0,419.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,419.0]"
T,285000.0,2013-12-06,N,HORNCHURCH,uk_property_full.csv,2013,Terraced,0.0,221.0,Standard,[285000.0],[0.05196823259271804],"[0.05196823259271804,221.0]"
T,815000.0,2013-01-11,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[815000.0],[0.5921485626588177],"[0.5921485626588177,0.0]"
T,197500.0,2013-12-11,N,RUISLIP,uk_property_full.csv,2013,Terraced,0.0,288.0,Standard,[197500.0],[-0.03721248227668521],"[-0.03721248227668521,288.0]"
F,200000.0,2013-11-20,N,SOUTH CROYDON,uk_property_full.csv,2013,,3.0,273.0,Standard,[200000.0],[-0.034664461851845116],"[-0.034664461851845116,273.0]"
T,244950.0,2013-04-26,N,BROMLEY,uk_property_full.csv,2013,Terraced,0.0,108.0,Standard,[244950.0],[0.011148945386779753],"[0.011148945386779753,108.0]"
F,234950.0,2013-10-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[234950.0],[0.0009568636874193817],"[0.0009568636874193817,0.0]"
F,490000.0,2013-06-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[490000.0],[0.2609059074296056],"[0.2609059074296056,0.0]"
S,447000.0,2013-09-10,N,SIDCUP,uk_property_full.csv,2013,Semi-Detached,1.0,262.0,Standard,[447000.0],[0.21707995612235603],"[0.21707995612235603,262.0]"
F,326000.0,2013-12-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[326000.0],[0.09375576756009556],"[0.09375576756009556,0.0]"
F,232500.0,2013-11-15,N,PINNER,uk_property_full.csv,2013,,3.0,351.0,Standard,[232500.0],[-0.0015401963289239091],"[-0.0015401963289239091,351.0]"
F,190000.0,2013-07-01,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[190000.0],[-0.04485654355120548],"[-0.04485654355120548,0.0]"
F,415000.0,2013-03-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[415000.0],[0.18446529468440284],"[0.18446529468440284,0.0]"
F,170000.0,2013-07-05,Y,WEST DRAYTON,uk_property_full.csv,2013,,3.0,508.0,Standard,[170000.0],[-0.06524070694992623],"[-0.06524070694992623,508.0]"
T,360000.0,2013-08-01,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[360000.0],[0.12840884533792082],"[0.12840884533792082,0.0]"
F,492500.0,2013-07-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[492500.0],[0.2634539278544457],"[0.2634539278544457,0.0]"
F,190000.0,2013-03-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[190000.0],[-0.04485654355120548],"[-0.04485654355120548,0.0]"
F,699950.0,2013-03-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[699950.0],[0.47488866270767666],"[0.47488866270767666,0.0]"
T,527500.0,2013-02-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[527500.0],[0.29912621380220705],"[0.29912621380220705,0.0]"
S,248500.0,2013-03-15,N,CROYDON,uk_property_full.csv,2013,Semi-Detached,1.0,75.0,Standard,[248500.0],[0.014767134390052684],"[0.014767134390052684,75.0]"
S,6300000.0,2013-08-21,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[6300000.0],[6.182505374757981],"[6.182505374757981,0.0]"
F,550000.0,2013-09-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[550000.0],[0.3220583976257679],"[0.3220583976257679,0.0]"
F,260000.0,2013-11-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[260000.0],[0.02648802834431711],"[0.02648802834431711,0.0]"
F,187000.0,2013-10-18,Y,HOUNSLOW,uk_property_full.csv,2013,,3.0,271.0,Standard,[187000.0],[-0.0479141680610136],"[-0.0479141680610136,271.0]"
F,800000.0,2013-12-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[800000.0],[0.5768604401097771],"[0.5768604401097771,0.0]"
F,452500.0,2013-05-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[452500.0],[0.22268560105700425],"[0.22268560105700425,0.0]"
T,247500.0,2013-12-16,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[247500.0],[0.013747926220116646],"[0.013747926220116646,0.0]"
F,450000.0,2013-10-23,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[450000.0],[0.22013758063216415],"[0.22013758063216415,0.0]"
F,475000.0,2013-10-31,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[475000.0],[0.24561778488056507],"[0.24561778488056507,0.0]"
F,420000.0,2013-05-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[420000.0],[0.18956133553408305],"[0.18956133553408305,0.0]"
F,685000.0,2013-03-15,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[685000.0],[0.4596515005671329],"[0.4596515005671329,0.0]"
D,390000.0,2013-12-20,N,BROMLEY,uk_property_full.csv,2013,Detached,2.0,108.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,108.0]"
F,174995.0,2013-08-07,Y,ROMFORD,uk_property_full.csv,2013,,3.0,66.0,Standard,[174995.0],[-0.06014976214109572],"[-0.06014976214109572,66.0]"
F,400000.0,2013-04-18,N,TWICKENHAM,uk_property_full.csv,2013,,3.0,202.0,Standard,[400000.0],[0.1691771721353623],"[0.1691771721353623,202.0]"
F,226500.0,2013-07-31,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[226500.0],[-0.007655445348540131],"[-0.007655445348540131,0.0]"
D,765000.0,2013-01-17,N,KINGSTON UPON THAMES,uk_property_full.csv,2013,Detached,2.0,227.0,Premium,[765000.0],[0.5411881541620158],"[0.5411881541620158,227.0]"
F,500000.0,2013-01-31,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[500000.0],[0.27109798912896604],"[0.27109798912896604,0.0]"
T,390000.0,2013-11-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,0.0]"
F,476000.0,2013-11-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[476000.0],[0.2466369930505011],"[0.2466369930505011,0.0]"
D,598000.0,2013-09-06,N,WALLINGTON,uk_property_full.csv,2013,Detached,2.0,363.0,Premium,[598000.0],[0.37098038978269765],"[0.37098038978269765,363.0]"
F,428000.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[428000.0],[0.19771500089357133],"[0.19771500089357133,0.0]"
F,313000.0,2013-10-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[313000.0],[0.08050606135092707],"[0.08050606135092707,0.0]"
F,195000.0,2013-10-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[195000.0],[-0.0397605027015253],"[-0.0397605027015253,0.0]"
S,399995.0,2013-11-27,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[399995.0],[0.16917207609451262],"[0.16917207609451262,0.0]"
S,135000.0,2013-02-11,N,ORPINGTON,uk_property_full.csv,2013,Semi-Detached,1.0,151.0,Budget,[135000.0],[-0.10091299289768753],"[-0.10091299289768753,151.0]"
F,249950.0,2013-08-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[249950.0],[0.016244986236459938],"[0.016244986236459938,0.0]"
F,335000.0,2013-11-01,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[335000.0],[0.10292864108951989],"[0.10292864108951989,0.0]"
F,240000.0,2013-05-31,N,SURBITON,uk_property_full.csv,2013,,3.0,223.0,Standard,[240000.0],[0.006103864945596369],"[0.006103864945596369,223.0]"
D,580000.0,2013-09-11,N,ORPINGTON,uk_property_full.csv,2013,Detached,2.0,151.0,Premium,[580000.0],[0.352634642723849],"[0.352634642723849,151.0]"
T,337000.0,2013-10-10,N,HARROW,uk_property_full.csv,2013,Terraced,0.0,94.0,Standard,[337000.0],[0.10496705742939197],"[0.10496705742939197,94.0]"
F,145000.0,2013-01-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Budget,[145000.0],[-0.09072091119832715],"[-0.09072091119832715,0.0]"
F,417500.0,2013-01-09,N,HAMPTON,uk_property_full.csv,2013,,3.0,545.0,Standard,[417500.0],[0.18701331510924293],"[0.18701331510924293,545.0]"
S,245000.0,2013-11-29,Y,RAINHAM,uk_property_full.csv,2013,Semi-Detached,1.0,529.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,529.0]"
F,310000.0,2013-10-17,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[310000.0],[0.07744843684111896],"[0.07744843684111896,0.0]"
F,115000.0,2013-03-01,N,SUTTON,uk_property_full.csv,2013,,3.0,127.0,Budget,[115000.0],[-0.12129715629640826],"[-0.12129715629640826,127.0]"
F,685000.0,2013-08-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[685000.0],[0.4596515005671329],"[0.4596515005671329,0.0]"
S,250000.0,2013-11-11,N,HAYES,uk_property_full.csv,2013,Semi-Detached,1.0,214.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,214.0]"
S,560000.0,2013-08-02,N,ENFIELD,uk_property_full.csv,2013,Semi-Detached,1.0,88.0,Premium,[560000.0],[0.33225047932512825],"[0.33225047932512825,88.0]"
F,425000.0,2013-10-03,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[425000.0],[0.19465737638376324],"[0.19465737638376324,0.0]"
F,499950.0,2013-02-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[499950.0],[0.2710470287204692],"[0.2710470287204692,0.0]"
S,751500.0,2013-03-04,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[751500.0],[0.5274288438678794],"[0.5274288438678794,0.0]"
T,340000.0,2013-12-13,N,GREENFORD,uk_property_full.csv,2013,Terraced,0.0,423.0,Standard,[340000.0],[0.10802468193920008],"[0.10802468193920008,423.0]"
T,250000.0,2013-01-31,N,GREENFORD,uk_property_full.csv,2013,Terraced,0.0,423.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,423.0]"
F,438000.0,2013-10-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[438000.0],[0.2079070825929317],"[0.2079070825929317,0.0]"
F,330000.0,2013-12-17,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[330000.0],[0.09783260023983971],"[0.09783260023983971,0.0]"
S,250000.0,2013-03-15,N,COULSDON,uk_property_full.csv,2013,Semi-Detached,1.0,489.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,489.0]"
F,207000.0,2013-06-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[207000.0],[-0.027530004662292853],"[-0.027530004662292853,0.0]"
F,320000.0,2013-04-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[320000.0],[0.08764051854047933],"[0.08764051854047933,0.0]"
F,262500.0,2013-02-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[262500.0],[0.0290360487691572],"[0.0290360487691572,0.0]"
F,340000.0,2013-12-04,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[340000.0],[0.10802468193920008],"[0.10802468193920008,0.0]"
S,437000.0,2013-10-25,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[437000.0],[0.20688787442299567],"[0.20688787442299567,0.0]"
T,365000.0,2013-10-17,N,WOODFORD GREEN,uk_property_full.csv,2013,Terraced,0.0,406.0,Standard,[365000.0],[0.133504886187601],"[0.133504886187601,406.0]"
S,515000.0,2013-10-04,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[515000.0],[0.2863861116780066],"[0.2863861116780066,0.0]"
T,245000.0,2013-10-11,N,EDGWARE,uk_property_full.csv,2013,Terraced,0.0,324.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,324.0]"
T,225000.0,2013-01-03,N,MITCHAM,uk_property_full.csv,2013,Terraced,0.0,311.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,311.0]"
F,1500000.0,2013-05-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[1500000.0],[1.290306159065003],"[1.290306159065003,0.0]"
F,250000.0,2013-03-22,N,HARROW,uk_property_full.csv,2013,,3.0,94.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,94.0]"
F,152500.0,2013-08-09,N,NORTHOLT,uk_property_full.csv,2013,,3.0,440.0,Standard,[152500.0],[-0.08307684992380687],"[-0.08307684992380687,440.0]"
S,230000.0,2013-03-06,N,RAINHAM,uk_property_full.csv,2013,Semi-Detached,1.0,529.0,Standard,[230000.0],[-0.004088216753764002],"[-0.004088216753764002,529.0]"
T,1075000.0,2013-05-28,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[1075000.0],[0.8571426868421873],"[0.8571426868421873,0.0]"
T,250000.0,2013-11-29,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,81.0]"
T,475000.0,2013-03-01,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[475000.0],[0.24561778488056507],"[0.24561778488056507,0.0]"
F,415000.0,2013-06-27,Y,ENFIELD,uk_property_full.csv,2013,,3.0,88.0,Standard,[415000.0],[0.18446529468440284],"[0.18446529468440284,88.0]"
D,2000000.0,2013-03-27,Y,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Premium,[2000000.0],[1.7999102440330215],"[1.7999102440330215,0.0]"
F,317000.0,2013-04-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[317000.0],[0.08458289403067122],"[0.08458289403067122,0.0]"
F,535000.0,2013-03-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[535000.0],[0.30677027507672733],"[0.30677027507672733,0.0]"
F,675000.0,2013-07-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[675000.0],[0.4494594188677725],"[0.4494594188677725,0.0]"
F,51600.0,2013-10-25,N,SUTTON,uk_property_full.csv,2013,,3.0,127.0,Budget,[51600.0],[-0.185914954270353],"[-0.185914954270353,127.0]"
F,190000.0,2013-07-05,N,BEXLEYHEATH,uk_property_full.csv,2013,,3.0,321.0,Standard,[190000.0],[-0.04485654355120548],"[-0.04485654355120548,321.0]"
T,246000.0,2013-12-10,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[246000.0],[0.01221911396521259],"[0.01221911396521259,0.0]"
T,580000.0,2013-11-22,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[580000.0],[0.352634642723849],"[0.352634642723849,0.0]"
T,395000.0,2013-12-10,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[395000.0],[0.1640811312856821],"[0.1640811312856821,0.0]"
F,405000.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[405000.0],[0.17427321298504247],"[0.17427321298504247,0.0]"
S,370000.0,2013-06-26,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[370000.0],[0.1386009270372812],"[0.1386009270372812,0.0]"
F,115000.0,2013-11-06,N,CROYDON,uk_property_full.csv,2013,,3.0,75.0,Budget,[115000.0],[-0.12129715629640826],"[-0.12129715629640826,75.0]"
F,476300.0,2013-11-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[476300.0],[0.24694275550148193],"[0.24694275550148193,0.0]"
S,402000.0,2013-04-02,N,BARNET,uk_property_full.csv,2013,Semi-Detached,1.0,219.0,Standard,[402000.0],[0.17121558847523438],"[0.17121558847523438,219.0]"
S,262000.0,2013-09-12,N,ORPINGTON,uk_property_full.csv,2013,Semi-Detached,1.0,151.0,Standard,[262000.0],[0.028526444684189182],"[0.028526444684189182,151.0]"
F,219000.0,2013-12-12,N,BARNET,uk_property_full.csv,2013,,3.0,219.0,Standard,[219000.0],[-0.01529950662306041],"[-0.01529950662306041,219.0]"
F,250000.0,2013-11-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
F,120000.0,2013-09-16,N,ENFIELD,uk_property_full.csv,2013,,3.0,88.0,Budget,[120000.0],[-0.11620111544672808],"[-0.11620111544672808,88.0]"
F,162500.0,2013-09-16,N,BEXLEYHEATH,uk_property_full.csv,2013,,3.0,321.0,Standard,[162500.0],[-0.0728847682244465],"[-0.0728847682244465,321.0]"
F,202500.0,2013-03-05,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[202500.0],[-0.032116441427005024],"[-0.032116441427005024,0.0]"
F,235000.0,2013-09-27,N,STANMORE,uk_property_full.csv,2013,,3.0,500.0,Standard,[235000.0],[0.0010078240959161835],"[0.0010078240959161835,500.0]"
T,610000.0,2013-05-17,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[610000.0],[0.38321088782193014],"[0.38321088782193014,0.0]"
F,150000.0,2013-06-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[150000.0],[-0.08562487034864696],"[-0.08562487034864696,0.0]"
F,180500.0,2013-06-24,N,KENLEY,uk_property_full.csv,2013,,3.0,875.0,Standard,[180500.0],[-0.054539021165597834],"[-0.054539021165597834,875.0]"
T,318000.0,2013-07-05,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[318000.0],[0.08560210220060727],"[0.08560210220060727,81.0]"
T,500000.0,2013-07-26,Y,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[500000.0],[0.27109798912896604],"[0.27109798912896604,0.0]"
F,315000.0,2013-08-19,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[315000.0],[0.08254447769079915],"[0.08254447769079915,0.0]"
T,681000.0,2013-07-29,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[681000.0],[0.45557466788738876],"[0.45557466788738876,0.0]"
T,160000.0,2013-01-31,N,DAGENHAM,uk_property_full.csv,2013,Terraced,0.0,164.0,Standard,[160000.0],[-0.0754327886492866],"[-0.0754327886492866,164.0]"
S,1006500.0,2013-11-04,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[1006500.0],[0.7873269272015688],"[0.7873269272015688,0.0]"
T,552000.0,2013-03-08,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[552000.0],[0.32409681396563994],"[0.32409681396563994,0.0]"
F,314500.0,2013-02-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[314500.0],[0.08203487360583113],"[0.08203487360583113,0.0]"
F,362000.0,2013-05-07,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[362000.0],[0.1304472616777929],"[0.1304472616777929,0.0]"
T,225000.0,2013-12-30,N,BROMLEY,uk_property_full.csv,2013,Terraced,0.0,108.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,108.0]"
S,345000.0,2013-09-20,N,ENFIELD,uk_property_full.csv,2013,Semi-Detached,1.0,88.0,Standard,[345000.0],[0.11312072278888026],"[0.11312072278888026,88.0]"
F,270000.0,2013-09-09,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[270000.0],[0.03668011004367748],"[0.03668011004367748,0.0]"
F,166000.0,2013-10-11,N,ROMFORD,uk_property_full.csv,2013,,3.0,66.0,Standard,[166000.0],[-0.06931753962967037],"[-0.06931753962967037,66.0]"
F,242500.0,2013-02-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[242500.0],[0.00865188537043646],"[0.00865188537043646,0.0]"
F,180000.0,2013-01-04,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[180000.0],[-0.05504862525056586],"[-0.05504862525056586,0.0]"
F,400000.0,2013-04-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[400000.0],[0.1691771721353623],"[0.1691771721353623,0.0]"
T,541500.0,2013-11-19,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[541500.0],[0.31339512818131154],"[0.31339512818131154,0.0]"
F,175000.0,2013-08-09,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[175000.0],[-0.06014466610024604],"[-0.06014466610024604,0.0]"
S,234999.0,2013-07-12,N,ROMFORD,uk_property_full.csv,2013,Semi-Detached,1.0,66.0,Standard,[234999.0],[0.0010068048877462474],"[0.0010068048877462474,66.0]"
S,385000.0,2013-10-28,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[385000.0],[0.15388904958632174],"[0.15388904958632174,0.0]"
F,480000.0,2013-11-12,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[480000.0],[0.25071382573024525],"[0.25071382573024525,0.0]"
T,280000.0,2013-08-19,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[280000.0],[0.046872191743037854],"[0.046872191743037854,0.0]"
F,227000.0,2013-04-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[227000.0],[-0.007145841263572113],"[-0.007145841263572113,0.0]"
T,193000.0,2013-01-11,N,CROYDON,uk_property_full.csv,2013,Terraced,0.0,75.0,Standard,[193000.0],[-0.041798919041397375],"[-0.041798919041397375,75.0]"
S,300000.0,2013-05-28,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[300000.0],[0.0672563551417586],"[0.0672563551417586,0.0]"
F,132000.0,2013-04-25,N,WALLINGTON,uk_property_full.csv,2013,,3.0,363.0,Budget,[132000.0],[-0.10397061740749564],"[-0.10397061740749564,363.0]"
T,300000.0,2013-05-30,N,WEMBLEY,uk_property_full.csv,2013,Terraced,0.0,240.0,Standard,[300000.0],[0.0672563551417586],"[0.0672563551417586,240.0]"
T,429950.0,2013-10-22,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[429950.0],[0.1997024568249466],"[0.1997024568249466,0.0]"
F,750000.0,2013-05-24,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[750000.0],[0.5259000316129753],"[0.5259000316129753,0.0]"
T,204000.0,2013-07-26,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[204000.0],[-0.030587629172100967],"[-0.030587629172100967,0.0]"
F,890000.0,2013-11-20,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[890000.0],[0.6685891754040205],"[0.6685891754040205,0.0]"
T,345000.0,2013-08-13,N,HARROW,uk_property_full.csv,2013,Terraced,0.0,94.0,Standard,[345000.0],[0.11312072278888026],"[0.11312072278888026,94.0]"
T,731000.0,2013-11-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[731000.0],[0.5065350763841906],"[0.5065350763841906,0.0]"
F,164000.0,2013-05-13,N,HORNCHURCH,uk_property_full.csv,2013,,3.0,221.0,Standard,[164000.0],[-0.07135595596954245],"[-0.07135595596954245,221.0]"
S,235000.0,2013-07-19,N,ROMFORD,uk_property_full.csv,2013,Semi-Detached,1.0,66.0,Standard,[235000.0],[0.0010078240959161835],"[0.0010078240959161835,66.0]"
S,380000.0,2013-07-05,N,RUISLIP,uk_property_full.csv,2013,Semi-Detached,1.0,288.0,Standard,[380000.0],[0.14879300873664156],"[0.14879300873664156,288.0]"
S,3430000.0,2013-04-12,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[3430000.0],[3.2573779270415546],"[3.2573779270415546,0.0]"
T,1100000.0,2013-11-28,N,RICHMOND,uk_property_full.csv,2013,Terraced,0.0,185.0,Premium,[1100000.0],[0.8826228910905882],"[0.8826228910905882,185.0]"
F,308000.0,2013-08-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[308000.0],[0.07541002050124689],"[0.07541002050124689,0.0]"
F,233950.0,2013-12-17,Y,ILFORD,uk_property_full.csv,2013,,3.0,81.0,Standard,[233950.0],[-6.234448251665543e-05],"[-6.234448251665543e-05,81.0]"
S,646000.0,2013-06-17,N,SURBITON,uk_property_full.csv,2013,Semi-Detached,1.0,223.0,Premium,[646000.0],[0.4199023819396274],"[0.4199023819396274,223.0]"
F,455000.0,2013-06-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[455000.0],[0.22523362148184434],"[0.22523362148184434,0.0]"
F,331000.0,2013-08-09,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[331000.0],[0.09885180840977574],"[0.09885180840977574,0.0]"
F,360000.0,2013-02-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[360000.0],[0.12840884533792082],"[0.12840884533792082,0.0]"
F,1300000.0,2013-11-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[1300000.0],[1.0864645250777956],"[1.0864645250777956,0.0]"
F,395000.0,2013-11-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[395000.0],[0.1640811312856821],"[0.1640811312856821,0.0]"
T,250000.0,2013-01-25,Y,BARKING,uk_property_full.csv,2013,Terraced,0.0,346.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,346.0]"
